,movieId,title,genres,overview,popularity,release_date,vote_average,vote_count,year
101,187,Party Girl,['Comedy'],"Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment.",6.055,1995-06-09,6.316,57,1995
102,190,Safe,['Thriller'],An upper middle-class housewife suffering from various unexplained symptoms of illness comes to believe that she is suffering from multiple chemical sensitivity and moves into a secluded facility to recover.,11.469,1995-06-23,6.9,262,1995
104,94405,Safe,"['Action', 'Crime', 'Thriller']",An upper middle-class housewife suffering from various unexplained symptoms of illness comes to believe that she is suffering from multiple chemical sensitivity and moves into a secluded facility to recover.,11.469,1995-06-23,6.9,262,1995
106,193,Showgirls,['Drama'],"A young drifter named Nomi arrives in Las Vegas to become a dancer. When she catches the eye of Cristal, the main attraction at the Stardust stage show, Nomi is on the brink of realizing her dreams. But as she bumps and grinds her way to the top, she realizes that there is only room for one starlet on the marquee... and that either she or Cristal will have to take a fall!",36.01,1995-09-22,5.536,1125,1995
107,195,Something to Talk About,"['Comedy', 'Drama', 'Romance']","Grace King Bichon, who is managing her father's riding-stable, discovers that her husband Eddie is deceiving her with another woman. After confronting him in the middle of the night on the streets of their small home town, she decides to stay at her sister Emma Rae's house for a while to make up her mind. Breaking out of her everyday life, she starts to question the authority of everyone.",12.284,1995-08-04,5.604,216,1995
108,196,Species,"['Horror', 'Sci-Fi']","In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",29.363,1995-07-07,5.939,1480,1995
109,198,Strange Days,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']","Former policeman Lenny Nero has moved into a more lucrative trade: the illegal sale of virtual reality-like recordings that allow users to experience the emotions and past experiences of others. While they typically contain tawdry incidents, Nero is shocked when he receives one showing a murder.",22.787,1995-10-13,7.0,1202,1995
110,202,Total Eclipse,"['Drama', 'Romance']","Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",10.637,1995-11-03,6.4,484,1995
111,203,"To Wong Foo, Thanks for Everything! Julie Newmar",['Comedy'],"A cross country trip to Hollywood is cut short by an unreliable engine & an unpleasant encounter with law enforcement. With the power of drag, three self proclaimed career-girls bring a bit of much needed beauty to rural middle America!",17.332,1995-09-07,7.25,587,1995
112,204,Under Siege 2: Dark Territory,['Action'],"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",29.012,1995-07-13,5.845,816,1995
113,208,Waterworld,"['Action', 'Adventure', 'Sci-Fi']","In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'—which is tattooed on Enola's back.",34.808,1995-07-28,6.195,3377,1995
114,215,Before Sunrise,"['Drama', 'Romance']","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",34.294,1995-01-27,7.97,3778,1995
115,216,Billy Madison,['Comedy'],"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire, but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",25.216,1995-02-10,6.181,1504,1995
116,220,Castle Freak,['Horror'],John has inherited a castle in Italy and he moves there with his wife Susan and their blind daughter Rebecca. What they don't realize is that there is somebody else in the castle--an abused child left to die in the basement who has now become the castle freak and is out to wreak havoc.,10.726,1995-11-14,6.206,180,1995
117,223,Clerks,['Comedy'],"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",23.693,1994-10-19,7.4,2294,1994
118,224,Don Juan DeMarco,"['Comedy', 'Drama', 'Romance']","John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",17.253,1994-10-12,6.679,688,1994
119,225,Disclosure,"['Drama', 'Thriller']","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",21.01,1994-12-09,6.248,1078,1994
120,230,Dolores Claiborne,"['Drama', 'Thriller']","Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",22.295,1995-03-24,7.236,683,1995
121,235,Ed Wood,"['Comedy', 'Drama']","The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",20.033,1994-09-27,7.505,2135,1994
122,236,French Kiss,"['Action', 'Comedy', 'Romance']","After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.",19.357,1995-05-05,6.47,662,1995
123,247,Heavenly Creatures,"['Crime', 'Drama']","Wealthy and precocious teenager Juliet transfers from England to New Zealand with her family, and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. When their parents begin to suspect that their increasingly intense and obsessive bond is becoming unhealthy, the girls hatch a dark plan for those who threaten to keep them apart.",18.159,1994-09-12,7.002,834,1994
124,252,I.Q.,"['Comedy', 'Romance']",Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,16.041,1994-12-24,6.0,415,1994
125,256,Junior,"['Comedy', 'Sci-Fi']","A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth.",22.677,1994-11-22,5.176,1378,1994
127,261,Little Women,['Drama'],"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",26.015,1994-12-21,7.288,1122,1994
131,4921,Little Women,"['Drama', 'Romance']","With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",26.015,1994-12-21,7.288,1122,1994
135,7054,Little Women,['Drama'],"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",26.015,1994-12-21,7.288,1122,1994
139,266,Legends of the Fall,"['Drama', 'Romance', 'War', 'Western']","An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",35.469,1994-12-16,7.385,2358,1994
